"id","user","userID","game","gameIndex","achieved","total","percent","common","mangled","passphrase","random","overallTendency","overallRatings","overallScores","overallGuessesLog10","overallGuesses","commonTendency","commonRatings","commonScores","commonGuessesLog10","commonGuesses","mangledTendency","mangledRatings","mangledScores","mangledGuessesLog10","mangledGuesses","passphraseTendency","passphraseRatings","passphraseScores","passphraseGuessesLog10","passphraseGuesses","randomTendency","randomRatings","randomScores","randomGuessesLog10","randomGuesses"
"62","JmLm1DzJKiWCnLD0ZPptS5uHrRC2","32","-KYFBOXOf_x3xSuORcr3","1","775","900","87","3","4","1","1","-0.1111111111111111","2.3333333333333335","2.4444444444444446","5.541283810106025","1158450306.7777777","0","2","2","4.108964725650264","14040.666666666666","0.25","2.25","2","4.728895448953988","83867","-1","3","4","8.629078318144048","425675170","-1","3","4","10.000000000043428","10000000001"
"63","JmLm1DzJKiWCnLD0ZPptS5uHrRC2","32","-KYFBmdTZfl6T5DnKkap","2","1575","1800","88","5","4","5","4","-0.2777777777777778","2.611111111111111","2.888888888888889","6.679533698058762","2325316957.111111","-0.4","1.4","1.8","3.687348556093474","12357.6","0.25","2.5","2.25","4.94653565243912","2523482.5","-0.8","2.8","3.6","8.40174423493203","369109901.2","0","4","4","10.000000000043428","10000000001"
"64","JmLm1DzJKiWCnLD0ZPptS5uHrRC2","32","-KYFCX-F93fbWdU09Tc2","3","1500","1700","89","2","4","5","6","0","3.1176470588235294","3.1176470588235294","7.363688185485278","2796133090.470588","0.5","2","1.5","3.0633463356620094","2123","0.75","2.75","2","4.5918574625982105","55674","-0.6","3","3.6","8.365451466035765","418007118.4","-0.16666666666666666","3.8333333333333335","4","9.810219883559006","7574000000.666667"
"65","JmLm1DzJKiWCnLD0ZPptS5uHrRC2","32","-KYI9cHNh13pvpzmrjVr","4","1450","1700","86","5","4","3","5","-0.35294117647058826","2.588235294117647","2.9411764705882355","6.697900825072726","3068629451.7058825","-0.2","1.8","2","3.920389813836328","11457","0.25","2.25","2","4.5137326689956","65824.25","-2","2","4","8.735811426951711","722126697.3333334","0","4","4","10.000000000043428","10000000001"
"66","JmLm1DzJKiWCnLD0ZPptS5uHrRC2","32","-KYIAYL4NvkBPBIFv2SS","5","2800","3100","91","9","8","4","10","0.25806451612903225","3.161290322580645","2.903225806451613","6.743047924245931","3291931535.225806","0.2222222222222222","2.2222222222222223","2","4.229446448474887","19584","1","3","2","4.551380744873708","72156","0","4","4","8.639605413981482","512281019.5","-0.2","3.8","4","10.000000000043428","10000000001"
"67","JmLm1DzJKiWCnLD0ZPptS5uHrRC2","32","-KYIAiEa598N6j_d6259","6","3100","4000","78","11","10","10","9","0.05","2.95","2.9","6.6189034257145","2358122609.725","0.7272727272727273","2.727272727272727","2","4.129788005518953","15831","0.9","2.9","2","4.467526519518581","58868.7","-0.6","3.2","3.8","8.465320377229485","432414155.2","-1","3","4","10.000000000043428","10000000001"
"68","KPX41pkCTkgwn4QbJHdDDj46Srg2","33","-KbFRhQqDuDBmdLZX9zF","1","1775","2900","62","8","5","7","9","-1.2758620689655173","1.793103448275862","3.0689655172413794","6.971471844806948","2863170914.275862","-1","1","2","3.8655664644306076","12455.625","0.8","2.8","2","4.695293038926105","79187.2","-2.5714285714285716","1.2857142857142858","3.857142857142857","8.419436698060455","406780132.28571427","-1.6666666666666667","2.3333333333333335","4","9.87062552254477","8909333334.11111"
"69","Kx72ZAtorrWXgiNjJNy4ICp1v0s1","34","-KccS2UFkToUuJiQeDMq","1","2550","3200","80","4","7","5","16","0.3125","3.59375","3.28125","7.782472538381111","4193137780.625","1.25","3.25","2","4.0641288767478","12730","1.7142857142857142","3.7142857142857144","2","4.593637109628647","51524.142857142855","0","3.8","3.8","8.474102765244032","438395476.4","-0.4375","3.5625","4","9.891039507973979","8249251250.5625"
"70","L6MGwaC6coWmkKwOQ0VwmroJjra2","35","-KbZbVtjKTgrzYAKN4CM","1","1075","1500","72","4","4","4","3","-0.7333333333333333","2.066666666666667","2.8","6.495464788845025","2109888346.8","-0.75","1.25","2","3.8800563087792597","9190","0.5","2.5","2","4.697044680581229","64860.75","-1.5","2","3.5","8.280891968775785","412007249","-1.3333333333333333","2.6666666666666665","4","10.000000000043428","10000000001"
"71","L6MGwaC6coWmkKwOQ0VwmroJjra2","35","-Kb_YqUViUoNWZB5L9tN","2","2525","3300","77","8","11","7","7","-0.6363636363636364","2.121212121212121","2.757575757575758","6.402498475326955","2046804616.3939395","-0.5","1.25","1.75","3.7141736537994126","11351.375","0.2727272727272727","2.272727272727273","2","4.837286977291483","131945.81818181818","-1.8571428571428572","2","3.857142857142857","8.382782258330751","394715731.4285714","-1","3","4","9.954203985267526","9254285715.142857"
"72","L6MGwaC6coWmkKwOQ0VwmroJjra2","35","-Kb_ZFuAw7fPKRHiPeQK","3","3100","4000","78","7","8","14","11","-0.2","2.925","3.125","7.305217081208582","2693485201.35","0.8571428571428571","2.857142857142857","2","4.146587661694296","16095.714285714286","1","3","2","4.756363795960799","177343.625","-0.8571428571428571","2.7857142857142856","3.642857142857143","8.261743315583562","369848330.4285714","-0.9090909090909091","3.090909090909091","4","9.951568439147904","9323636364.454546"
"73","L6MGwaC6coWmkKwOQ0VwmroJjra2","35","-Kb_ZQnMLyN9ll2yQeX2","4","3075","4000","77","11","12","10","7","0.175","3","2.825","6.435440814391145","1835878000.425","1","3","2","4.078943532080297","14827.363636363636","0.9166666666666666","3","2.0833333333333335","4.955709445677522","509744.5","-0.8","3","3.8","8.311039349814159","408883997.6","-1","3","4","9.995763839498666","9905714286.571428"
"74","L6MGwaC6coWmkKwOQ0VwmroJjra2","35","-KbaC4xch0F1IehB89mN","5","3050","3900","79","10","11","6","12","-0.358974358974359","2.4871794871794872","2.8461538461538463","6.582679374356644","3134273730.051282","-0.8","1.1","1.9","3.951019460824896","14295.1","0","2","2","4.421919861812413","51611.545454545456","-1.6666666666666667","2","3.6666666666666665","8.095530418533745","372660797","0.3333333333333333","4.333333333333333","4","10.000000000043428","10000000001"
"75","L6MGwaC6coWmkKwOQ0VwmroJjra2","35","-KbaCDSrfpTyAmUMZgX3","6","3050","4000","77","9","14","10","7","0.2","3","2.8","6.288042429151697","1395317072.65","1","3","2","3.9736885251661014","11140.333333333334","1","3","2","4.6208360077678226","88814.78571428571","-0.8","3","3.8","8.243489704745368","372507923.2","-1","3","4","9.804557040481399","7440894286.285714"
"76","L6MGwaC6coWmkKwOQ0VwmroJjra2","35","-KbaCU1VT7GA8CB-n87-","7","2950","4000","74","12","10","4","14","0.15","3","2.85","6.647727270948927","3562921785.175","1.1666666666666667","3","1.8333333333333333","3.8389087830867243","12736.416666666666","1","3","2","4.506579555299734","1045499.8","-1","3","4","8.694097471827753","626565889.5","-1","3","4","10.000000000043428","10000000001"
"77","L6MGwaC6coWmkKwOQ0VwmroJjra2","35","-KbaD3aoGzTXM4uprKdG","8","3000","3800","79","8","10","11","9","-0.5263157894736842","2.4473684210526314","2.973684210526316","6.841003508613324","2296854960.6578946","-0.125","1.875","2","4.052955696841742","13469.875","0.4","2.3","1.9","4.487846209650595","98594.1","-2","1.8181818181818181","3.8181818181818183","8.469547462097525","547216799.8181819","-0.1111111111111111","3.888888888888889","4","9.943444841443746","9028890000.777779"
"78","L6MGwaC6coWmkKwOQ0VwmroJjra2","35","-KbaXWOIctPrTA0ThhXz","9","1950","2600","75","9","5","6","6","-0.3076923076923077","2.6153846153846154","2.923076923076923","6.656476341450741","2184806266.1923075","-0.1111111111111111","1.8888888888888888","2","3.994530144402061","14099.666666666666","1.4","3.6","2.2","5.11597509612894","622714.2","-1.6666666666666667","2.1666666666666665","3.8333333333333335","8.674396067234104","616953741.3333334","-0.6666666666666666","3.3333333333333335","4","9.915226949008568","8850000000.833334"
"79","L6MGwaC6coWmkKwOQ0VwmroJjra2","35","-KbaXqXSd7J5I5zLnb7o","10","2125","2600","82","7","8","6","5","-0.038461538461538464","2.730769230769231","2.769230769230769","6.289830548316113","2036165566","-0.42857142857142855","1.4285714285714286","1.8571428571428572","3.668470886698867","8855","1","3","2","4.592640408782279","67099.25","-0.6666666666666666","3.1666666666666665","3.8333333333333335","8.519195796475246","489950988.6666667","-0.4","3.6","4","10.000000000043428","10000000001"
"80","LVtKuIWzBNaG05MFQTCYNQaDJM92","36","-KgJiIl3Y1i1tJQQW213","1","3175","4000","80","7","18","6","9","0.225","2.95","2.725","6.320126547567569","2214245039.15","0","2","2","3.9330266447688444","9666.42857142857","0.8333333333333334","2.7777777777777777","1.9444444444444444","4.642549603696046","104339.16666666667","-0.5","3.5","4","8.671425770972084","631309298","-0.3333333333333333","3.6666666666666665","4","9.964380877439948","9420000000.88889"
"81","LsVYf4KJU6gY6ADjzfbJPxMdj5n1","37","-KcILgypyK-vUDnYg9o9","1","2875","4000","72","7","15","9","9","-0.175","2.7","2.875","6.702707548374991","2347615658.025","0","2","2","3.8887329581942445","14064.57142857143","0.9333333333333333","3","2.066666666666667","5.061970767885766","5104872.933333334","-1.3333333333333333","2.4444444444444446","3.7777777777777777","8.328623300995838","425328307.3333333","-1","3","4","10.000000000043428","10000000001"
"82","LsVYf4KJU6gY6ADjzfbJPxMdj5n1","37","-KcJjwc3zOFvLdefNSCC","2","925","1200","78","2","4","3","3","0.5833333333333334","3.4166666666666665","2.8333333333333335","6.607604616573284","2139870741.25","1","3","2","4.0264242993077595","11666","0.75","2.75","2","4.695668996236492","172621.25","0","3.3333333333333335","3.3333333333333335","7.592100972872981","299245025.3333333","0.6666666666666666","4.666666666666667","4","9.893142632232992","8260000000.666667"
"83","MUb94a2oIhcPEvH5RsOMh0wrxdv2","38","-KYSSxzwlm4jF3E8t0Ry","1","1375","2200","63","4","5","8","5","-1.4090909090909092","1.6363636363636365","3.0454545454545454","6.939605919968403","2403055721.0454545","-1","1","2","4.026101055092997","11302","-0.6","1.4","2","4.362887291589457","37553.8","-2.125","1.5","3.625","8.09707480305126","425874110.25","-1.4","2.6","4","9.995178227315101","9892000000.8"
"84","MrXyULb2G4ZVJfiTjIp3cHqnV7w2","39","-KYF81-iie1bxc7dqmVf","1","1475","1900","78","6","4","5","4","-0.2631578947368421","2.526315789473684","2.789473684210526","6.5053296995209715","1896665650.3157895","-0.16666666666666666","1.6666666666666667","1.8333333333333333","3.8429086519525364","11274.5","0.5","2.5","2","4.766084695748548","66106.5","-1.4","2.2","3.6","8.385118113882978","491263056","0.25","4.25","4","9.88847075669354","8395000000.75"
"85","ODnFrzH6buX0ANuZ069zs3JNUVA2","40","-Kdk4k0XHghTZ-qtbEH8","1","2700","3400","80","8","10","5","11","-0.6470588235294118","2.176470588235294","2.823529411764706","6.69544420417796","3081444039.5882354","-0.5","1.25","1.75","3.8077804626835934","12269.875","0.2","2.2","2","4.718625279806377","106161.9","-1.6","2","3.6","8.101048949649918","333587511.6","-1.0909090909090908","2.909090909090909","4","9.953760154024415","9372727273.636364"
"86","OI3sxl5iqKZJ1OnbrWA56qtrtwC2","41","-KYFWB6n6aoBKLnO3fMY","1","2375","3600","66","11","10","9","6","-0.9166666666666666","1.7777777777777777","2.6944444444444446","6.214789101915585","1768794551.9166667","-0.9090909090909091","1","1.9090909090909092","3.8461748175082793","10455.454545454546","0.7","2.6","1.9","4.658498425479405","82233.9","-2.4444444444444446","1.2222222222222223","3.6666666666666665","8.315500046812822","408407390.4444444","-1.3333333333333333","2.6666666666666665","4","10.000000000043428","10000000001"
"87","OI3sxl5iqKZJ1OnbrWA56qtrtwC2","41","-KYFWkdBRejZFkhdmVFR","2","2575","3700","70","8","8","12","9","-0.8918918918918919","2.108108108108108","3","6.889651275539422","2350598618.6216216","-0.75","1.125","1.875","3.684505442606023","8866.625","0.25","2.25","2","4.591780001722688","44786.25","-1.5833333333333333","2.0833333333333335","3.6666666666666665","8.267954328845603","322643304.8333333","-1.1111111111111112","2.888888888888889","4","9.943484632686856","9233333334.222221"
"88","OTQ1ZSRS2KfkhEyMOIgpFHFp23r1","42","-KcwnMPvdGZhajoZBwhV","1","1800","2400","75","8","3","8","5","-0.5","2.5","3","6.9143526612524235","2206725139","-0.375","1.5","1.875","4.059531318851626","16826.125","1","3.3333333333333335","2.3333333333333335","5.806292238502878","33372793.333333332","-1.25","2.5","3.75","8.256167075439922","357643792.75","-0.4","3.6","4","10.000000000043428","10000000001"
"89","OrHQiu9vjTeS4IiZsIOAid3XyMf2","43","-KYFfFBQ__5QpQUPAtiG","1","1550","2200","71","6","6","5","5","-0.45454545454545453","2.409090909090909","2.8636363636363638","6.673364778698675","2384904874.3636365","-0.6666666666666666","1.3333333333333333","2","4.166244270879837","17076.833333333332","1","3","2","4.88312118184554","177407.66666666666","-2","1.8","3.8","8.50356648296029","493348064.8","-0.4","3.6","4","10.000000000043428","10000000001"
"90","P6fDyFIAwkes4ubhjDWp8YpYpGL2","44","-KgE6ClMWGmq5ZUSC18z","1","2150","3300","66","9","8","7","9","-1.393939393939394","1.5151515151515151","2.909090909090909","6.794063821069587","2863364487.030303","-1","1","2","3.9779858404565585","12076.444444444445","-0.125","1.875","2","5.014992555571957","418467.625","-2.4285714285714284","1.2857142857142858","3.7142857142857144","8.326041869460118","641081662","-2.111111111111111","1.8888888888888888","4","10.000000000043428","10000000001"
"91","Q9GDTYBp9narcYFJt75ZkLq3IaH3","45","-KcvaGpU9J72SVdCe0NC","1","1825","2600","71","11","6","3","6","0.19230769230769232","2.8076923076923075","2.6153846153846154","6.139258369696909","2333485547.076923","-0.18181818181818182","1.8181818181818181","2","4.165235883250176","17476.727272727272","1.3333333333333333","3.3333333333333335","2","4.913813993834182","161182","-2.3333333333333335","1","3.3333333333333335","8.106746311034017","223154960.66666666","1","5","4","10.000000000043428","10000000001"
"92","QGNwwLheyChMvJsFYQUhYCcofjm2","46","-KYF7WyS6bmq3Lt14gLr","1","1800","2600","70","8","5","5","8","-0.6923076923076923","2.1923076923076925","2.8846153846153846","6.808762150171329","3160085854.423077","-0.75","1","1.75","3.7665328275927026","13650","1.2","3.2","2","4.862890622528224","104151","-2.8","1","3.8","8.51622003414488","432320450.4","-0.5","3.5","4","10.000000000043428","10000000001"
"93","QnMRWd6gdxSfflPqVxuw1Gu6ADR2","47","-KYFAbmhXbmeVSMGJZ15","1","1575","1900","83","5","2","4","8","-0.3684210526315789","2.736842105263158","3.1052631578947367","7.408113919272761","3863237119.5263157","-0.4","1.6","2","4.117016679238715","14510.6","0.5","2.5","2","4.712783004454206","51842.5","-1.5","1.75","3.25","7.8993459807514625","500329756.5","0","4","4","9.893266392259324","8925001250.875"
"94","R9Bf4aeu54Mr9b9srv2K2CS6aTo1","48","-KYF1zsUwN1i9fXuR1pL","1","2025","2700","75","8","10","3","6","-0.037037037037037035","2.5185185185185186","2.5555555555555554","5.891161958586595","1895383871.2962964","-0.875","1","1.875","4.051385887030084","16051.875","0.7","2.6","1.9","4.20252102837721","68881.8","-1.6666666666666667","2","3.6666666666666665","8.41793455376195","482182429.3333333","0.6666666666666666","4.666666666666667","4","9.895211973423242","8288000000.666667"
"95","RYkXN61rm9hmB3AQr2JIcAoc9tc2","49","-KYFDtjF5vh5P5WA33WK","1","3200","4000","80","10","10","8","12","-0.5","2.5","3","6.9158982188675555","2889341437.975","-0.3","1.6","1.9","3.8639902097591787","13277.7","-0.4","1.7","2.1","4.928730058713901","322443.8","-1.5","2.5","4","8.664501813154898","562786286.75","-0.08333333333333333","3.9166666666666665","4","9.949392630394346","9255667500.833334"
"96","T2Lqe6PXDfYwOcvEKgoTNroN2rH2","50","-KYF_SvlqJpQmQ330y7h","1","1875","2900","65","4","7","9","9","0.1724137931034483","3.3448275862068964","3.1724137931034484","7.4274144031441995","3253062742.2413793","-0.5","1.5","2","4.084495976396592","13817.5","2","4","2","4.631661908742006","68875.85714285714","-1.5555555555555556","2.2222222222222223","3.7777777777777777","8.517723254183572","542031346.2222222","0.7777777777777778","4.777777777777778","4","9.99732123741658","9940000000.88889"
"97","TM7HcCjzM2Oznfd8ghPBhj1cZ2r1","51","-KYEuyaIpHpVuoZIb7QE","1","1975","4000","50","11","10","9","10","-0.575","2.3","2.875","6.714700140377529","2630778484.025","0.9090909090909091","2.8181818181818183","1.9090909090909092","4.0098504685879135","14119.454545454546","0.1","2.2","2.1","4.752862535358562","369385.1","-1.3333333333333333","2.3333333333333335","3.6666666666666665","8.550113900734907","580810020.6666666","-2.2","1.8","4","10.000000000043428","10000000001"
"98","TM7HcCjzM2Oznfd8ghPBhj1cZ2r1","51","-KYF9maQf754lMpCzFJD","2","2200","3200","69","12","4","8","8","-1.1875","1.75","2.9375","6.670649118042737","2425641927.65625","-0.6666666666666666","1.25","1.9166666666666667","3.8993727266036107","12415.333333333334","0.25","2.25","2","4.97689883446176","143650.5","-2.625","1.25","3.875","8.40176997783821","512476011.5","-1.25","2.75","4","9.94331798719644","9190001250.875"
"99","Tr6xVgoboaQJUo0wb5FyNQUcsBh2","52","-KYFhJCsX8pyWgWtSTIi","1","1425","1800","80","3","4","8","3","-0.16666666666666666","2.9444444444444446","3.111111111111111","7.181545500545602","1806538955.6666667","0","2","2","4.026886231156023","11273","0.75","2.75","2","5.146449735790959","174485","-0.875","2.875","3.75","8.325170171632328","314621180","0.3333333333333333","4.333333333333333","4","10.000000000043428","10000000001"
"100","Tr6xVgoboaQJUo0wb5FyNQUcsBh2","52","-KYFhmcHFO5rHxHQV7wD","2","1750","1900","93","3","6","6","4","0","3","3","6.914536643480273","2229777201.368421","0.3333333333333333","2.3333333333333335","2","4.158534163950535","15521.666666666666","0.16666666666666666","2.1666666666666665","2","4.679725266594606","50843.166666666664","-0.3333333333333333","3.5","3.8333333333333335","8.470373689088706","394235866.3333333","0","4","4","10.000000000043428","10000000001"
"101","Tr6xVgoboaQJUo0wb5FyNQUcsBh2","52","-KYFiBbRAhOU-35xJcaw","3","2400","2700","89","5","6","7","9","-0.2962962962962963","2.888888888888889","3.185185185185185","7.47289281183863","3542026505.5555553","-0.4","1.6","2","4.212775920034235","18257.6","0.16666666666666666","2.3333333333333335","2.1666666666666665","4.9263887856638275","260700.83333333334","-0.5714285714285714","3.2857142857142856","3.857142857142857","8.735127657871148","804722878.2857143","-0.3333333333333333","3.6666666666666665","4","10.000000000043428","10000000001"
"102","Tr6xVgoboaQJUo0wb5FyNQUcsBh2","52","-KYFiV8IePQucCHWQS_w","4","1350","1600","85","3","5","3","5","-0.25","2.6875","2.9375","6.933659123577722","3218392378.3125","-0.6666666666666666","1.3333333333333333","2","4.085208421439476","15783.333333333334","0.6","2.6","2","4.782266728364491","70806","-1.6666666666666667","2","3.6666666666666665","8.257195690295172","497958889.3333333","0","4","4","10.000000000043428","10000000001"
"103","Tr6xVgoboaQJUo0wb5FyNQUcsBh2","52","-KYFiqnzg51xzUg2xh2T","5","1250","1400","90","1","3","5","5","0","3.2857142857142856","3.2857142857142856","7.8359158109348375","2587291445.785714","0","2","2","4.377524800673702","23852","0.6666666666666666","2.6666666666666665","2","5.165598174262461","154111.66666666666","-0.2","3.4","3.6","8.155584570352968","328871370.4","-0.2","3.8","4","9.810115835572361","6915447440.4"
"104","Tr6xVgoboaQJUo0wb5FyNQUcsBh2","52","-KYFj8JAaCj1TgYiZJn8","6","1425","1500","95","4","2","6","3","0.06666666666666667","3.2","3.1333333333333333","6.9906849141000675","1793853960.5333333","0.25","2","1.75","3.617950555913967","16433","0.5","2.5","2","4.66426036198602","53740","-0.16666666666666666","3.8333333333333335","4","8.579647900145753","514606032.3333333","0","4","4","9.860687787666189","7940000000.666667"
"105","Tr6xVgoboaQJUo0wb5FyNQUcsBh2","52","-KYFjYCDgaKiLLSiLeKQ","7","925","1000","93","4","2","1","3","-0.1","2.7","2.8","6.271962861843133","2590226804.7","-0.5","1.5","2","3.7361087496570278","5951","0.5","2.5","2","4.6633076865137735","46706.5","0","4","4","8.717795971022428","522150828","0","4","4","9.910260758584416","8460000000.666667"
"106","Tr6xVgoboaQJUo0wb5FyNQUcsBh2","52","-KYFjodXq21vH6ngZSvT","8","1075","1200","90","3","5","1","3","-0.08333333333333333","2.5","2.5833333333333335","6.074031708785629","2500617302.0833335","-0.6666666666666666","1.3333333333333333","2","4.086067217237539","15575.333333333334","0.2","2.2","2","4.759054143312424","104645.2","0","3","3","6.834908137022528","6837670","0","4","4","10.000000000043428","10000000001"
"107","Tr6xVgoboaQJUo0wb5FyNQUcsBh2","52","-KYFk8zvVcxDrKQP-PLC","9","1700","1800","95","5","3","2","8","0","3","3","7.095093781119893","3949451768.5555553","-0.2","1.8","2","4.221177648589594","17439.4","0.3333333333333333","2.3333333333333335","2","4.268974108470328","50905.333333333336","0","3","3","7.399436574285996","44940957","0","4","4","9.875000542903388","8875001250.875"
"108","Tr6xVgoboaQJUo0wb5FyNQUcsBh2","52","-KYFkSJBwcYjVhtwkAW1","10","1375","1500","92","3","3","6","3","-0.06666666666666667","3.066666666666667","3.1333333333333333","7.232144329342697","2137151674.2","-0.3333333333333333","1.6666666666666667","2","3.826793372358646","8082","0.6666666666666666","3","2.3333333333333335","5.684754381829239","2993026","-0.3333333333333333","3.3333333333333335","3.6666666666666665","8.324586946241087","341378631","0","4","4","10.000000000043428","10000000001"
"109","Tr6xVgoboaQJUo0wb5FyNQUcsBh2","52","-KYFklllJO125kd9C71x","11","775","800","97","2","2","1","3","-0.125","3","3.125","7.2913323305821045","3905379197.25","0","2","2","4.2608953859531145","18293","0","2.5","2.5","5.35738438942608","530669.5","-1","3","4","9.09409909376816","1241935650","0","4","4","10.000000000043428","10000000001"
"110","Tr6xVgoboaQJUo0wb5FyNQUcsBh2","52","-KYFlADp97OMxD58ib_M","12","1025","1100","94","3","2","2","4","0.09090909090909091","3.1818181818181817","3.090909090909091","7.1900070776512885","3291202028.909091","0.3333333333333333","2.3333333333333335","2","4.324425051401829","21434","0.5","2.5","2","4.475516230586155","36628.5","-0.5","3.5","4","8.739924723230773","675542378","0","4","4","9.921480198081206","8713000000.75"
"111","Tr6xVgoboaQJUo0wb5FyNQUcsBh2","52","-KYFlZEzXmSnGZnkzhmf","13","775","900","87","3","3","2","1","0.1111111111111111","2.7777777777777777","2.6666666666666665","6.2168495770129715","1244944569.3333333","0","2","2","4.156114755233468","15293","1","3","2","5.308639911124682","222822.66666666666","-1","3","4","8.778691096999435","601893388","0","4","4","10.000000000043428","10000000001"
"112","Tr6xVgoboaQJUo0wb5FyNQUcsBh2","52","-KYFlvGZPVZpRBA8LJte","14","1200","1200","100","5","1","2","4","0","2.9166666666666665","2.9166666666666665","6.838863369673953","2732249387.5833335","0","1.8","1.8","3.970161163379264","14619.2","0","2","2","5.545307116465823","351000","0","4","4","8.71335546096012","517279276","0","4","4","9.810884145201264","7938002500.75"
"113","Tr6xVgoboaQJUo0wb5FyNQUcsBh2","52","-KYKAl_-ppYQK2EnCl7J","15","2075","2200","95","8","5","6","3","0.13636363636363635","2.9545454545454546","2.8181818181818183","6.187162217565352","1461523068.4545455","0","2","2","4.13417504589494","15550.125","0.6","2.6","2","4.397901922307309","101320","0","4","4","8.50910980126857","358812750.3333333","0","4","4","10.000000000043428","10000000001"
"114","Tr6xVgoboaQJUo0wb5FyNQUcsBh2","52","-KYKBDkwLBBXl0LUiEBv","16","2125","2400","89","4","9","5","6","0.4583333333333333","3.25","2.7916666666666665","6.717546011224708","2521919974.4166665","0.25","2.25","2","4.157850926731745","14794.25","0.6666666666666666","2.6666666666666665","2","4.966738038508561","198543.44444444444","0.8","4.2","3.4","7.977811643125674","104846662.4","0","4","4","10.000000000043428","10000000001"
"115","UKSIqj7LWESb6OnH8QlTdSD6eOq2","53","-KYF2-87gb5Blij9jTdC","1","1350","1900","72","6","5","3","5","0.8421052631578947","3.6315789473684212","2.789473684210526","6.3422586747948895","2314850398.894737","-0.16666666666666666","1.8333333333333333","2","4.125422480075565","15865.5","2.2","4.2","2","4.433428206105359","41707.2","0.3333333333333333","4","3.6666666666666665","8.030625738704913","293951282","1","5","4","9.898272338801597","8620000000.8"
"116","UbZpGj3CaIZvvfIgfbLR3SNFSCL2","54","-KbAoOJabi6sW8yxXC8X","1","1775","2600","69","4","5","8","9","-0.7307692307692307","2.423076923076923","3.1538461538461537","7.434669364610134","3262429762.576923","-0.25","1.5","1.75","3.488641465988765","13324.5","1.2","3.2","2","4.740968247708752","90123.8","-2","1.625","3.625","8.291545510087753","347832487.75","-0.8888888888888888","3.111111111111111","4","9.923292477406958","9115556667.555555"
"117","Uh9KXg5AMKVIyiZKerPGyLyudd23","55","-KYFlEbXK4e9y5n-rHtI","1","2275","3100","74","7","10","6","8","-1","1.8709677419354838","2.870967741935484","6.668475642950502","2095849084.516129","-0.8571428571428571","1.1428571428571428","2","4.0128708859995985","11664.57142857143","-0.4","1.7","2.1","4.985254193408611","834154.2","-2.3333333333333335","1.3333333333333333","3.6666666666666665","8.446952993741606","433146403.3333333","-0.875","3.125","4","9.762298604116577","7795502500.75"
"118","UhYOX0p2KfSD8JPLIVv8TncpBCC2","56","-KYE5LYqrqyxlEiPSmNC","1","3675","3900","95","13","11","10","5","-0.1282051282051282","2.6153846153846154","2.7435897435897436","6.164770396927945","1419127579","-0.23076923076923078","1.6923076923076923","1.9230769230769231","4.025186960384874","14181.153846153846","-0.18181818181818182","1.9090909090909092","2.090909090909091","4.79650832206066","216780.45454545456","0","3.9","3.9","8.533702345230207","534340663.6","0","4","4","10.000000000043428","10000000001"
"119","UnWkBusULRWmB6jHw7g2CuaaY0v1","57","-KeJwJSXtp3Aicwe5AWY","1","2250","2800","81","5","12","6","5","-0.14285714285714285","2.607142857142857","2.75","6.255141054110807","1882952397.1785715","-1","1","2","3.9516839448638237","13952.6","-0.25","1.75","2","4.622734668999445","72330.08333333333","1.1666666666666667","5","3.8333333333333335","8.318785627095494","453621565.3333333","-0.6","3.4","4","10.000000000043428","10000000001"
"120","VFy2LrRmJ3dOrPLj5qNpAiucFSj2","58","-KYF5PIuC9DGxa7ROD0Q","1","1750","2400","73","9","4","7","4","-0.9166666666666666","1.875","2.7916666666666665","6.423765564432607","1813542492.9583333","-0.8888888888888888","1.1111111111111112","2","4.069541978305603","13827","-0.25","1.75","2","5.097415690407088","134315.5","-2.142857142857143","1.4285714285714286","3.5714285714285716","8.164976139975726","503479731.71428573","0.5","4.5","4","10.000000000043428","10000000001"
"121","VaV0R7G6GwbV16YwCsochXzHNET2","59","-KYFcBMfcvk1aimnzg1s","1","350","600","59","2","2","2","0","-0.3333333333333333","2.3333333333333335","2.6666666666666665","5.799329960131536","90474689.66666667","0.5","2.5","2","4.223355788385761","16905.5","1","3","2","4.799704088333019","72592.5","-2.5","1.5","4","8.374930003675829","271334571","NaN","NaN","NaN","NaN","NaN"
"122","VaV0R7G6GwbV16YwCsochXzHNET2","59","-KYFcgUUCRJrpZKozOJw","2","1425","1800","80","4","2","6","6","-0.16666666666666666","3","3.1666666666666665","7.409855293124183","2942649945.388889","0","1.75","1.75","3.8496767579289193","15401.75","0.5","2.5","2","4.736838329851123","114927.5","0.5","4.166666666666667","3.6666666666666665","8.316436578293208","427232925","-1.1666666666666667","2.8333333333333335","4","9.767732019176353","8400668334.166667"
"123","VxkpF2v83ARW47YeUHPFRMWcDTv2","60","-Ke9BJFVcNxEJTEAnw0R","1","1600","2400","67","5","6","6","7","-1.0833333333333333","2","3.0833333333333335","7.179373441676085","2838549796.375","-0.6","1.4","2","4.1874003894332095","16391.2","0","2","2","5.040749193239857","166235.83333333334","-2.8333333333333335","1.1666666666666667","4","8.56636776823811","468684289.3333333","-0.8571428571428571","3.142857142857143","4","9.960751269170315","9330287143.714285"
